"Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"App Confusing","https://itunes.apple.com/us/reviews/id128289840","brucesimian","3.434.10005","1","Horrible to use. Can’t even find ride types anywhere. Bad way to enter trip location",2020-12-25 15:22:17
"Sad","https://itunes.apple.com/us/reviews/id471963947","CDC 2234","3.434.10005","1","I tried for two hours to find an Uber and only two popped up and either of them took the ride they just waited for my request to time out there needs to be a penalty for this so they don’t do it anymore 
I get to spend my Christmas alone...",2020-12-25 05:06:14
"Worst Service on Market, Pyramid Scheme","https://itunes.apple.com/us/reviews/id674150185","ColinBigColincanttakethisname","3.434.10005","1","Terrible wait times

They let drivers bid on riders and search for the highest paid rides leaving you standing for up to 30 minutes at a time watching drivers decline offers left and right 

The app will try to offer you ride up to 80% more expensive the original offer. 

Drivers have terrible attitudes and jaded Opinions and wield too much power with what rides they can decline. Leaving customers stranded.

I have lived with plenty of these drivers. Wether they are a husband or wife or 20 something. They do nothing but sit around their houses, this is an easy Job. Do not let the political campaigns and the bout between the drivers and the company fool you. These are glorified taxi drivers working for a multi million dollar company headed by snakes. 

Do not trust them with your information. And do not waste your time relying on their service.",2020-12-25 04:15:31
"Awesome","https://itunes.apple.com/us/reviews/id203215706","stupid 6ixninefkvf","3.434.10005","5","Awesome",2020-12-25 03:27:03
"Cheats..","https://itunes.apple.com/us/reviews/id987273671","Xexyther","3.434.10005","1","Somehow, I subscribed to the Uber pass, or drive pass, whatever it is, and didn’t realize it.  I didn’t it for 2 months, because I never saw a confirmation of payment, or Uber a verification that I wanted to go further with the payment.  I was charged &24.99 for the month of October, and November.  Yes, I did realize payment had come out, but I recently lost my mother unexpectedly, so I wasn’t focused on the payment at the moment.  Anyway, I don’t even know why Uber would charge me$24.99, because I live in San Antonio TX, and we don’t even have the ride pass here, and the closest city that does is Austin, and their rates are $14.99!! The $24.99 is a California rate!  I received one month, but I want all of my money back Uber!!",2020-12-25 02:13:47
"Terrible","https://itunes.apple.com/us/reviews/id1241844598","Migdalia90","3.434.10005","1","Lately Uber has been terrible. No cars available at any time of day.",2020-12-25 01:28:29
"HORRIBLE “customer service”","https://itunes.apple.com/us/reviews/id585531840","Nickname takeeeeeen1234","3.434.10005","1","I have had an issue where I couldn’t tip my driver and there is 0 way to contact uber. This is so ridiculous. I just took an hour and a half ride and promised the driver a good tip  due to it being a day from Christmas and uber keeps telling me my “payment is not valid” which I already fixed. I have tried to call uber which there is no option to do unless you’re a driver or have an emergency.Then I tried emailing them and I get an email back saying it is not a monitored email and  It directs me to their “help section” on the app which is just awful. It’s just a bunch of articles that have nothing to do with my problem. How am I supposed to solve my specific problem if I can’t even speak with anyone?. I would say uber has the worst customer service but I can’t even say that since you don’t even have customer service. Uber you are AWFUL and obviously do not care about your customers or drivers at all.",2020-12-24 22:41:46
"In between","https://itunes.apple.com/us/reviews/id309847478","<U+0001F643>....","3.434.10005","3","It’s very good at times but I find that the drivers have gps but always miss turns on pick ups and drops offs so that’s annoying",2020-12-24 21:01:46
"Worst drivers","https://itunes.apple.com/us/reviews/id1223294739","blpkep","3.434.10005","4","I still left a 4 star cause it’s obviously not Uber’s fault, the drivers here just seem to be some of the worst, and have no patience, driver didn’t even wait, just left",2020-12-24 20:47:48
"Great app","https://itunes.apple.com/us/reviews/id479549764","urmomsgotatumbor","3.434.10005","5","Everyone thinking of downloading this app I highly recommend it. Every time I ever get an Uber I’m greeted and dropped off safely",2020-12-24 16:49:54
"Reserved time","https://itunes.apple.com/us/reviews/id384469105","Meagan Leigh 22","3.434.10005","3","I do not drive. I rely on public transportation and Uber. You have a feature that can allow me to reserve a time slot in advance. I am reserving this time slot so i can catch a train and get to work. You have drivers that call me to ask where I’m going and bc it’s only 5 min away driving (30 min walking) they cancel the trip 5-10 min before they’re coming. Then I’m left scrambling and I’m late for work. If you can not ensure the driver accepting those “reserved“ times will be accountable and reliable then get rid of the feature. This is the second time it’s happened. The first was a reservation to catch a flight for a vacation. It’s stressful and unacceptable because you ruin important moments for the customer and cause stress.  Again, get rid of the feature if the drivers can cancel with 5-10 min before arrival.",2020-12-24 11:09:15
"Problema con los conductores","https://itunes.apple.com/us/reviews/id1241540189","Jolb96","3.434.10005","3","El problema de la aplicacion siempre ha sido que los conductores te hacen esperar mucho y al final solo cancelan, deberia de haber una forma de regular mas eso",2020-12-24 03:00:44
"Terrible cancel ride","https://itunes.apple.com/us/reviews/id1116146533","hahrhxj","3.434.10005","1","Every time I order a ride it say it take longer than it expect then I cancel the ride it’s say I didn’t get charge but when I look at my bank account I did got charge for canceling the ride also I order a ride the prices get high hate this app",2020-12-24 01:53:43
"No Customer service","https://itunes.apple.com/us/reviews/id13862739","Moca-latte","3.434.10005","1","I want to love UBER, but if there are any concerns, there is no one to contact.",2020-12-24 01:08:25
"Never again.","https://itunes.apple.com/us/reviews/id1023253482","USMCVet.","3.434.10005","1","The absolute worst service as well as customer service. I wouldn’t get an enemy an Uber. 

Dont spend your money here, your better off BURNING IT.",2020-12-23 21:57:28
"Not what it used to be.","https://itunes.apple.com/us/reviews/id101030507","ang97531","3.434.10005","1","Scheduled a ride ahead of time for work, didn’t find out until less than 5 minutes of departure that there were no drivers in the area. Used to never have a problem getting a ride anywhere anytime, even if it cost more.",2020-12-23 21:23:42
"Playing with your time energy and money","https://itunes.apple.com/us/reviews/id441527017","Ajafree","3.434.10005","1","So I have been an Uber driver for years and have lost a lot of money due to financial misconduct performed by Ubers business with its contractors. I have also ordered Uber eats and ubers and have had double charges they mask as holds messing with our bank accounts. Some are actually going through as a double charge and then, them having to go and refund after it’s caught Causing us to miss out on or wait on our own money that’s not theirs to play with. If it’s not caught they gain more money off of us. I’ve had items missing and it’s not fair to have to wait 3-5 or even 1-3 business days for our money back or a correction when you didn’t have to wait all those days for our payment for the food or ride. Your system is not for the people. Just because your service is created for convenience it ends up being more of a burden when you all pick and choose when you want to be professional. Your a company servicing the ppl not your own individual entity servicing yourself. That’s what you do at home in your personal life. But if I create a company, It’s business and customers come first, not seeing how you can take their money by mentally tricking them through technology apps or various changes in your policies. Your 3rd party partnerships should be more in tact to where your all aware of the other and not one can mess with us consumers and displace blame on another causing us issues with our money. I am not your dog pig or test dummy. Your targeting needs to cease, It’s petty childish and really immature. There’s more to life you have the power to make it better but you all are abusing it.",2020-12-23 15:29:43
